time,mote_id,node,strobes,message_type,message,tx,rx,size
4.460792,,18,,energy,,0.086081,0.002208,
4.471402,,2,,energy,,0.086076,0.007814,
4.475101,,5,,energy,,0.08608,0.007678,
4.477418,,15,,energy,,0.086078,0.0,
4.479743,,13,,energy,,0.086072,0.01348,
4.482874,,6,,energy,,0.086076,0.006335,
4.493067,,17,,energy,,0.086075,0.002207,
4.497131,,12,,energy,,0.086079,0.011988,
4.501759,,4,,energy,,0.086079,0.003323,
4.5101,,21,,energy,,0.086077,0.002206,
4.511959,,20,,energy,,0.086075,0.002207,
4.53026,,8,,energy,,0.086079,0.011949,
4.538586,,3,,energy,,0.086076,0.007677,
4.539785,,11,,energy,,0.086078,0.006621,
4.558266,,10,,energy,,0.086075,0.002207,
4.569193,,16,,energy,,0.086077,0.002207,
4.576615,,19,,energy,,0.086077,0.002207,
4.583018,,14,,energy,,0.086078,0.002207,
4.585792,,18,,energy,,0.086081,0.002208,
4.596402,,2,,energy,,0.086076,0.007814,
4.600101,,5,,energy,,0.08608,0.007678,
4.602418,,15,,energy,,0.086078,0.0,
4.604744,,13,,energy,,0.086072,0.01348,
4.607874,,6,,energy,,0.086076,0.006335,
4.618066,,17,,energy,,0.086075,0.002207,
4.622131,,12,,energy,,0.086079,0.011988,
4.626759,,4,,energy,,0.086079,0.003323,
4.635101,,21,,energy,,0.086077,0.002206,
4.636959,,20,,energy,,0.086075,0.002207,
4.642541,,9,,energy,,0.086078,0.006621,
4.642622,,7,,energy,,0.08608,0.006658,
4.65526,,8,,energy,,0.086079,0.011949,
4.663586,,3,,energy,,0.086076,0.007677,
